framework_id,n_blocks,n_nodes,n_linkers,n_atoms_supercell,graph_diameter,n_influential,delta_alpha,delta_alpha_sd,alpha_min,alpha_max,asymmetry_A,asymmetry_sd,lcd_angstrom,pld_angstrom,mofid,source_url,provenance
hMOF-141,192,48,144,3024,56,303,1.0356,0.0155,1.7324,2.7681,-1.3573,0.0162,10.75,9.75,ClC1=CC(=C([C]=C1C1=CC=C(C=[C]1)C(=O)[O-])Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,/mofs/15478.json,"hMOF (hypothetical, not synthesised)"
hMOF-28,256,64,192,3392,56,340,1.0409,0.017,1.7658,2.8067,-1.3747,0.0154,9.75,8.25,[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,/mofs/15366.json,"hMOF (hypothetical, not synthesised)"
hMOF-22,256,64,192,3392,56,340,1.0478,0.0184,1.7664,2.8142,-1.3872,0.0238,10.25,9.25,[O-]C(=O)c1cc(Cl)c(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1cc(Cl)c(c(c1Cl)Cl)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,/mofs/15360.json,"hMOF (hypothetical, not synthesised)"
hMOF-90,256,64,192,3520,58,352,1.0822,0.0087,1.7444,2.8266,-1.3944,0.0134,10.75,9.75,,/mofs/15427.json,"hMOF (hypothetical, not synthesised)"
hMOF-94,256,64,192,3648,58,365,1.0893,0.027,1.7556,2.8449,-1.3916,0.028,9.75,7.25,,/mofs/15431.json,"hMOF (hypothetical, not synthesised)"
hMOF-96,256,64,192,3648,58,365,1.1031,0.0251,1.7564,2.8595,-1.4158,0.0289,9.25,7.25,,/mofs/15434.json,"hMOF (hypothetical, not synthesised)"
hMOF-87,256,64,192,3712,58,372,1.1058,0.0205,1.7614,2.8672,-1.3991,0.0232,10.75,9.25,,/mofs/15425.json,"hMOF (hypothetical, not synthesised)"
hMOF-78,256,64,192,3648,58,365,1.1067,0.0186,1.752,2.8587,-1.4317,0.022,10.75,9.75,,/mofs/15416.json,"hMOF (hypothetical, not synthesised)"
hMOF-69,256,64,192,3776,58,378,1.1105,0.0279,1.766,2.8765,-1.4009,0.031,10.75,9.25,[O-]C(=O)c1ccc(c(c1)N)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0,/mofs/15407.json,"hMOF (hypothetical, not synthesised)"
hMOF-80,256,64,192,3712,58,372,1.1122,0.0217,1.7614,2.8736,-1.4081,0.024,9.75,8.75,,/mofs/15418.json,"hMOF (hypothetical, not synthesised)"
hMOF-82,256,64,192,3712,58,372,1.1134,0.0254,1.7615,2.8749,-1.4109,0.0266,10.25,8.75,,/mofs/15420.json,"hMOF (hypothetical, not synthesised)"
hMOF-92,256,64,192,3712,58,372,1.1205,0.0186,1.7614,2.8819,-1.4133,0.0306,9.75,8.75,,/mofs/15430.json,"hMOF (hypothetical, not synthesised)"
